monumentna,,state,lat,long,coordinate,asicircle,district
High Khera,,Uttar Pradesh,25.55481667,83.20443333,"25.55481667,25.55648889",Sarnath Circle,Ghazipur
Mound of ruins,,Uttar Pradesh,25.55648889,83.20635,"25.55648889,25.53776439",Sarnath Circle,Ghazipur
Two statues representing Varah and Krishna with Gopies,,Uttar Pradesh,25.53776439,83.19090162,"25.53776439,27.37950761",Sarnath Circle,Ghazipur
A mound,,Uttar Pradesh,27.37950761,81.95660051,"27.37950761,27.36883333",Sarnath Circle,Gonda
Mound covered with bricks with the ruins of the temple of Asokanath Mahadeva.,,Uttar Pradesh,27.36883333,81.95118611,"27.36883333,26.65959103",Sarnath Circle,Gonda
Extensive remains of a very large  ancient city,,Uttar Pradesh,26.65959103,83.57770668,"26.65959103,26.55872222",Sarnath Circle,Grokhapur
A series of enormous mounds,,Uttar Pradesh,26.55872222,83.21969444,"26.55872222,26.67007778",Sarnath Circle,Gorakhpur
Three high conical mounds of brick (ruins of stupas),,Uttar Pradesh,26.67007778,83.57435,"26.67007778,26.43970556",Sarnath Circle,Gorakhpur
Ancient site,,Uttar Pradesh,26.43970556,83.43855,"26.43970556,26.76906389",Sarnath Circle,Gorakhpur
Extensive mound,,Uttar Pradesh,26.76906389,83.55919167,"26.76906389,26.76043889",Sarnath Circle,Gorakhpur
"Large and high mound, the ruins of the ancient Domangarh",,Uttar Pradesh,26.76043889,83.33351667,"26.76043889,25.75273851",Sarnath Circle,Gorakhpur
Atala Masjid,,Uttar Pradesh,25.75273851,82.69026682,"25.75273851,25.7502792",Sarnath Circle,Jaunpur
Cemetery of seven kings of the Sharqui dynasty,,Uttar Pradesh,25.7502792,82.69302923,"25.7502792,25.74975352",Sarnath Circle,Jaunpur
Jaunpur Fort,,Uttar Pradesh,25.74975352,82.68851695,"25.74975352,25.74927911",Sarnath Circle,Jaunpur
Hammam or Turkish bath in the old fort,,Uttar Pradesh,25.74927911,82.68820968,"25.74927911,25.7433192",Sarnath Circle,Jaunpur
Jhanjhri Masjid,,Uttar Pradesh,25.7433192,82.70071056,"25.7433192,25.7590722",Sarnath Circle,Jaunpur
Jama Masjid,,Uttar Pradesh,25.7590722,82.68502151,"25.7590722,25.75767868",Sarnath Circle,Jaunpur
Khails Muklis or Char Ungli Masjid,,Uttar Pradesh,25.75767868,82.67257764,"25.75767868,25.75968837",Sarnath Circle,Jaunpur
Tombs of Sharqui kings of Jaunpur,,Uttar Pradesh,25.75968837,82.68501962,"25.75968837,25.76989936",Sarnath Circle,Jaunpur
Lal Masjid (LalDarwaza),,Uttar Pradesh,25.76989936,82.67086687,"25.76989936,25.74832971",Sarnath Circle,Jaunpur
Stone image of a gigantic lion,,Uttar Pradesh,25.74832971,82.68443348,"25.74832971,25.74699823",Sarnath Circle,Jaunpur
Tomb of Nawab Ghazi Khan,,Uttar Pradesh,25.74699823,82.67557745,"25.74699823,25.69751528",Sarnath Circle,Jaunpur
Gateway of Hazrat Chirag-I-Hindâs palace,,Uttar Pradesh,25.69751528,82.73422145,"25.69751528,25.69916389",Sarnath Circle,Jaunpur
Sheikh Burhanâs Mosque,,Uttar Pradesh,25.69916389,82.731825,"25.69916389,25.69633999",Sarnath Circle,Jaunpur
Walls of the old Kankar fort of Jayachandra,,Uttar Pradesh,25.69633999,82.73246277,"25.69633999,25.69944722",Sarnath Circle,Jaunpur
Fort attributed to Jay Chandra,,Uttar Pradesh,25.69944722,81.36807222,"25.69944722,25.34479446",Sarnath Circle,Kaushambi
The ancient fortress,,Uttar Pradesh,25.34479446,81.38165011,"25.34479446,25.35496868",Sarnath Circle,Kaushambi
Artificial cave in the fane of the hill of Pabhosa,,Uttar Pradesh,25.35496868,81.31744569,"25.35496868,25.35539624",Sarnath Circle,Kaushambi
Traces of a large brick building on the summit of Pabhosa hill,,Uttar Pradesh,25.35539624,81.31749088,"25.35539624,26.6750916",Sarnath Circle,Kaushambi
Circular shaped mound and the remains of a stupa,,Uttar Pradesh,26.6750916,84.03894347,"26.6750916,26.67681838",Sarnath Circle,Kushinagar
Large dih or mound,,Uttar Pradesh,26.67681838,84.04335805,"26.67681838,26.70005255",Sarnath Circle,Kushinagar
Large flat topped mound of ruins called Jharmatiya,,Uttar Pradesh,26.70005255,84.09756861,"26.70005255,26.62742442",Sarnath Circle,Kushinagar
A Very large Mound of brick ruins called Asmanpurdih,,Uttar Pradesh,26.62742442,84.04103216,"26.62742442,26.67504004",Sarnath Circle,Kushinagar
Mound,,Uttar Pradesh,26.67504004,84.03802909,"26.67504004,19.1037919",Sarnath Circle,Kushinagar
Damri Masjid,,Maharashtra,19.1037919,74.76045073,"19.1037919,21.25",Aurangabad Circle,Ahmednagar
Bhringesvara Mahadev Temple,,Odisha,21.25,85.08333333,"21.25,20.58333333",Bhuvaneshwar Circle,Angul
Rock-cut Vishnu,,Odisha,20.58333333,85.25,"20.58333333,20.3",Bhuvaneshwar Circle,Angul
Chausathi Yogini Temple,,Odisha,20.3,83.25,"20.3,20.86666667",Bhuvaneshwar Circle,Bolangir
Temples of Nilamadhava & Siddhesvara,,Odisha,20.86666667,84.3,"20.86666667,20.8",Bhuvaneshwar Circle,Boudh
Paschima Somanath  Bhubaneswar & Kapilesvara Temples,,Odisha,20.8,84.33333333,"20.8,20.55",Bhuvaneshwar Circle,Boudh
Ruins of Ancient Fortress,,Odisha,20.55,85.91666667,"20.55,20.6",Bhuvaneshwar Circle,Cuttack
Ruins of Buddhist Temple & Images,,Odisha,20.6,86.26666667,"20.6,20.48333333",Bhuvaneshwar Circle,Cuttack
Ancient Monuments of Barabati Fortress a,,Odisha,20.48333333,85.86666667,"20.48333333,20.41666667",Bhuvaneshwar Circle,Cuttack
Churangarh Fort Locally Known as Sarangarh,,Odisha,20.41666667,85.75,"20.41666667,20.56666667",Bhuvaneshwar Circle,Cuttack & Khurda
Ruins of Buddhist Temples & Images,,Odisha,20.56666667,86.26666667,"20.56666667,20.33333333",Bhuvaneshwar Circle,Cuttack
Durga Temple,,Odisha,20.33333333,85.4,"20.33333333,20.56666667",Bhuvaneshwar Circle,Cuttack
Pancha Pandava Temple,,Odisha,20.56666667,86.01666667,"20.56666667,11.11966982",Bhuvaneshwar Circle,Cuttack
Prehistoric site (known as pandava graves),,Tamil Nadu,11.11966982,77.28798611,"11.11966982,12.8856738",Chennai Circle,Coimbatore
Megalithic cists and cairns,,Tamil Nadu,12.8856738,80.19463846,"12.8856738,12.76762645",Chennai Circle,Kanchipuram
Rock cut shrine,,Tamil Nadu,12.76762645,79.69257027,"12.76762645,12.0210821",Chennai Circle,Tiruvannamalai
Megalithic cairns and stone circles,,Tamil Nadu,12.0210821,79.67516251,"12.0210821,12.0368276",Chennai Circle,Villupuram
Megalithic stone circles,,Tamil Nadu,12.0368276,79.65106843,"12.0368276,13.08758902",Chennai Circle,Villupuram
Tomb of David Yale and Joseph Hymners in the compound of Law College,,Tamil Nadu,13.08758902,80.28637037,"13.08758902,11.16386927",Chennai Circle,Chennai
Muruganatha Temple,,Tamil Nadu,11.16386927,77.31137404,"11.16386927,12.5210302",Chennai Circle,Coimbatore
Hill Fort,,Tamil Nadu,12.5210302,78.03756739,"12.5210302,10.50447172",Chennai Circle,Krishnagiri
Vijayalaya Coliswaram and the group of sub-shrines around it,,Tamil Nadu,10.50447172,78.75597774,"10.50447172,9.930768304",Chennai Circle,Pudukkottai
Rock cut Jain bas-relief and beds and a mutilated Jain stone image,,Tamil Nadu,9.930768304,78.02284328,"9.930768304,10.96806036",Chennai Circle,Madurai
Swambunathaswami Temple,,Tamil Nadu,10.96806036,79.77129898,"10.96806036,12.78011664",Chennai Circle,Karaikal
Megalithic cists and cairns,,Tamil Nadu,12.78011664,79.96305039,"12.78011664,12.75602906",Chennai Circle,Kanchipuram
Megalithic cists and cairns,,Tamil Nadu,12.75602906,80.10772712,"12.75602906,12.68498649",Chennai Circle,Kanchipuram
Megalithic cists and cairns,,Tamil Nadu,12.68498649,79.96753736,"12.68498649,12.8402176",Chennai Circle,Kanchipuram
Megalithic cists and cairns,,Tamil Nadu,12.8402176,80.0663703,"12.8402176,12.77332757",Chennai Circle,Kanchipuram
Megalithic cists and cairns,,Tamil Nadu,12.77332757,80.11297344,"12.77332757,12.80130027",Chennai Circle,Kanchipuram
Megalithic cists and cairns,,Tamil Nadu,12.80130027,80.1191163,"12.80130027,12.9855478",Chennai Circle,Kanchipuram
Megalithic cists and cairns with stone circles on the hill.,,Tamil Nadu,12.9855478,80.09444309,"12.9855478,12.63120259",Chennai Circle,Kanchipuram
Megalithic cists and cairns,,Tamil Nadu,12.63120259,79.97555126,"12.63120259,12.50120264",Chennai Circle,Kanchipuram
Megalithic cists and cairns with stone circles,,Tamil Nadu,12.50120264,79.83601457,"12.50120264,13.47951389",Chennai Circle,Kanchipuram
Megalithic cists,,Tamil Nadu,13.47951389,79.97451389,"13.47951389,10.36170623",Chennai Circle,Tiruvallur
Fort on Rock,,Tamil Nadu,10.36170623,77.9633689,"10.36170623,10.49949155",Chennai Circle,Dindigul
Todaiyur Siva Temple,,Tamil Nadu,10.49949155,78.80868567,"10.49949155,10.54799691",Chennai Circle,Pudukkottai
Jain Tirthankara image,,Tamil Nadu,10.54799691,78.8620976,"10.54799691,10.47285527",Chennai Circle,Pudukkottai
Siva Temple,,Tamil Nadu,10.47285527,78.86470982,"10.47285527,10.48158018",Chennai Circle,Pudukkottai
"Jain mound, Jain images, other Idols and lion pillars",,Tamil Nadu,10.48158018,78.83742647,"10.48158018,10.64318627",Chennai Circle,Pudukkottai
Siva Temple,,Tamil Nadu,10.64318627,78.86512816,"10.64318627,10.33535047",Chennai Circle,Pudukkottai
Two Rock-cut Siva shrines on the eastern and southern slopes of the hill,,Tamil Nadu,10.33535047,78.71256527,"10.33535047,10.33586849",Chennai Circle,Pudukkottai
Two Rock-cut Siva shrines on the eastern and southern slopes of the hill,,Tamil Nadu,10.33586849,78.71262362,"10.33586849,10.29314076",Chennai Circle,Pudukkottai
Sri Bumiswaraswami temple,,Tamil Nadu,10.29314076,78.63318984,"10.29314076,12.98946759",Chennai Circle,Pudukkottai
Monolithic Rock cut Temple,,Tamil Nadu,12.98946759,79.54167416,"12.98946759,12.94312978",Chennai Circle,Vellore
Konar Temple,,Tamil Nadu,12.94312978,79.64975624,"12.94312978,12.90137543",Chennai Circle,Vellore
Cannon,,Tamil Nadu,12.90137543,79.33510664,"12.90137543,13.10661208",Chennai Circle,Vellore
Rock inscriptions in the Right flank of the Sholinghur tank,,Tamil Nadu,13.10661208,79.41873023,"13.10661208,11.22235802",Chennai Circle,Vellore
Hill excluding the fort at its top and the temples of Sri Narasimhaswami and Sri Ranganathaswami,,Tamil Nadu,11.22235802,78.16537804,"11.22235802,11.22226499",Chennai Circle,Nammakal
Temples of Sri Narasimhaswami and Ranganathanswami,,Tamil Nadu,11.22226499,78.16438464,"11.22226499,26.38007222",Chennai Circle,Nammakal
"A group of ruined brick temple of the 10th century locally called Teligarhi, Sultanpur.",,Uttar Pradesh,26.38007222,81.75050556,"26.38007222,26.25801111",Lucknow Circle,Sultanpur
"Extensive brick strewn mounds undoubted to be the ruins of Buddhist Cities,",,Uttar Pradesh,26.25801111,81.77900833,"26.25801111,26.18815278",Lucknow Circle,Amethi
"Extensive brick strewn mounds undoubted to be the ruins of Buddhist Cities,",,Uttar Pradesh,26.18815278,81.72921111,"26.18815278,26.16258333",Lucknow Circle,Amethi
"Extensive brick strewn mounds undoubted to be the ruins of Buddhist Cities,",,Uttar Pradesh,26.16258333,81.79326667,"26.16258333,27.58590556",Lucknow Circle,Amethi
"Tomb of Salar Saifuddin alias Surkhru Salar, Durgah Road.",,Uttar Pradesh,27.58590556,81.60402778,"27.58590556,27.95036389",Lucknow Circle,Bahraich
Large brick strewn Khera being the ruins of an apparently Buddhist,,Uttar Pradesh,27.95036389,81.59278889,"27.95036389,27.78906667",Lucknow Circle,Bahraich
"A high Khera of great extent said to be the ruins of one of the principal cities of Raja Karan of the Mahabharata,",,Uttar Pradesh,27.78906667,82.13955556,"27.78906667,11.34649703",Lucknow Circle,Bahraich
Ranjangudi fort,,Tamil Nadu,11.34649703,78.93923086,"11.34649703,26.68138889",Chennai Circle,Perambalur
Mound of ruins called Sahiya,,Uttar Pradesh,26.68138889,82.99944444,"26.68138889,26.73922173",Sarnath Circle,Kushinagar
Buddhist remains.,,Uttar Pradesh,26.73922173,83.8906298,"26.73922173,26.88528133",Sarnath Circle,Kushinagar
Large mound covered with broken bricks and a few statues,,Uttar Pradesh,26.88528133,83.9760552,"26.88528133,26.14091304",Sarnath Circle,Kushinagar
Mound of brick ruins,,Uttar Pradesh,26.14091304,83.89707803,"26.14091304,27.32596994",Sarnath Circle,Kushinagar
Ancient Site and Archaeological  Remains,,Uttar Pradesh,27.32596994,83.42127394,"27.32596994,26.68404586",Sarnath Circle,Mahrajganj/ Gorakhpur
Ancient Site know as Fazil Nagar ka kot,,Uttar Pradesh,26.68404586,84.05526384,"26.68404586,26.108025",Sarnath Circle,Kushinagar
Ancient Site,,Uttar Pradesh,26.108025,83.53608056,"26.108025,25.04503889",Sarnath Circle,Mau
Several caves in the precipitous sand stone cliff,,Uttar Pradesh,25.04503889,83.006675,"25.04503889,24.98375507",Sarnath Circle,Mirzapur
Ruined stone fort of Latifpur,,Uttar Pradesh,24.98375507,83.03561286,"24.98375507,24.78796111",Sarnath Circle,Mirzapur
Ruins of a Shiva Temple,,Uttar Pradesh,24.78796111,83.30887222,"24.78796111,25.12353333",Sarnath Circle,Mirzapur
Mound known as Sangram Sahi ki Pahari,,Uttar Pradesh,25.12353333,82.45313889,"25.12353333,25.05586735",Sarnath Circle,Mirzapur
Cave called Khoh,,Uttar Pradesh,25.05586735,83.04563137,"25.05586735,25.00209731",Sarnath Circle,Mirzapur
Inscribed pillar,,Uttar Pradesh,25.00209731,83.03342127,"25.00209731,25.12190278",Sarnath Circle,Mirzapur
British Cemetery,,Uttar Pradesh,25.12190278,82.87453889,"25.12190278,25.09238048",Sarnath Circle,Mirzapur
DurgaKhoh,,Uttar Pradesh,25.09238048,82.86939838,"25.09238048,25.122425",Sarnath Circle,Mirzapur
Iftekhar Khanâs Tomb,,Uttar Pradesh,25.122425,82.89440833,"25.122425,24.8259455",Sarnath Circle,Mirzapur
Inscribed Slab,,Uttar Pradesh,24.8259455,82.32387651,"24.8259455,25.15691111",Sarnath Circle,Mirzapur
British Cemetery,,Uttar Pradesh,25.15691111,82.58572394,"25.15691111,25.16495278",Sarnath Circle,Mirzapur
A Life sized female figure  known as Sankata Devi,,Uttar Pradesh,25.16495278,82.495175,"25.16495278,25.19251465",Sarnath Circle,Mirzapur
British Cemetery,,Uttar Pradesh,25.19251465,82.89267165,"25.19251465,25.17122761",Sarnath Circle,Mirzapur
Fragments of sculptures,,Uttar Pradesh,25.17122761,82.49081126,"25.17122761,25.1578822",Sarnath Circle,Mirzapur
Kantit Fort totally encroached,,Uttar Pradesh,25.1578822,82.52063806,"25.1578822,25.16178043",Sarnath Circle,Mirzapur
Kshasthi Devi,,Uttar Pradesh,25.16178043,82.48480845,"25.16178043,25.17255578",Sarnath Circle,Mirzapur
Remains of a temple on an island,,Uttar Pradesh,25.17255578,82.49214696,"25.17255578,25.03639619",Sarnath Circle,Mirzapur
Bhandari Devi ka Pahar containing Asokan inscription,,Uttar Pradesh,25.03639619,83.03721221,"25.03639619,25.28302691",Sarnath Circle,Mirzapur
British Cemetery,,Uttar Pradesh,25.28302691,82.43565912,"25.28302691,24.57413889",Sarnath Circle,SantRavidas Nagar
Pakka Masonry Fort,,Uttar Pradesh,24.57413889,83.18268889,"24.57413889,26.98270833",Sarnath Circle,Sonbhadra
Ancient site.,,Uttar Pradesh,26.98270833,82.97276389,"26.98270833,25.40174444",Sarnath Circle,SantkabeerNager
Mosque.,,Uttar Pradesh,25.40174444,81.85041944,"25.40174444,26.26905833",Sarnath Circle,Sultanpur
Large dih called Majhangaon with brick towers on the four corners.,,Uttar Pradesh,26.26905833,82.06920556,"26.26905833,25.37407506",Sarnath Circle,Sultanpur
Ancient Buddhist site known as Chaukhandi stupa,,Uttar Pradesh,25.37407506,83.02366363,"25.37407506,25.38045",Sarnath Circle,Varanasi
Ancient Buddhist site of Sarnath,,Uttar Pradesh,25.38045,83.02448056,"25.38045,25.46447669",Sarnath Circle,Varanasi
Remains of a fine massive brick fort,,Uttar Pradesh,25.46447669,83.12931515,"25.46447669,25.33094584",Sarnath Circle,Varanasi
Closed cemetery /british cemetry,,Uttar Pradesh,25.33094584,83.04243573,"25.33094584,25.32609218",Sarnath Circle,Varanasi
Tomb of Lal Khan,,Uttar Pradesh,25.32609218,83.03465669,"25.32609218,25.3848065",Sarnath Circle,Varanasi
Buddhist site explored,,Uttar Pradesh,25.3848065,83.02472042,"25.3848065,25.29509417",Sarnath Circle,Varanasi
Grave of European Officers,,Uttar Pradesh,25.29509417,83.00539305,"25.29509417,25.364575",Sarnath Circle,Varanasi
Ancient mound,,Uttar Pradesh,25.364575,83.03759444,"25.364575,25.31532861",Sarnath Circle,Varanasi
Dharahra Masjid,,Uttar Pradesh,25.31532861,83.01773467,"25.31532861,25.32020588",Sarnath Circle,Varanasi
Lt. Col. Pogsonâs tomb,,Uttar Pradesh,25.32020588,82.97019876,"25.32020588,25.3077931",Sarnath Circle,Varanasi
Observatory of Man Singh,,Uttar Pradesh,25.3077931,83.01079161,"25.3077931,25.32987482",Sarnath Circle,Varanasi
Pahladpur inscribed Lat(monolith pillar),,Uttar Pradesh,25.32987482,82.99750679,"25.32987482,25.32201389",Sarnath Circle,Varanasi
TeliaNala Buddhist ruins,,Uttar Pradesh,25.32201389,83.02850556,"25.32201389,25.329425",Sarnath Circle,Varanasi
Two graves,,Uttar Pradesh,25.329425,82.96714444,"25.329425,25.31479095",Sarnath Circle,Varanasi
Victoria Memorial,,Uttar Pradesh,25.31479095,83.0043531,"25.31479095,26.73754561",Sarnath Circle,Varanasi
Matha Kanwar Temple,,Uttar Pradesh,26.73754561,83.88807619,"26.73754561,26.73591791",Sarnath Circle,Kushinagar
Ramabhar Stupa,,Uttar Pradesh,26.73591791,83.90503392,"26.73591791,25.74864815",Sarnath Circle,Kushinagar
Ruaza of Shah Firoz,,Uttar Pradesh,25.74864815,82.69819697,"25.74864815,25.74804083",Sarnath Circle,Jaunpur
Qalich Khan ka Maqbara,,Uttar Pradesh,25.74804083,82.66919393,"25.74804083,25.45322747",Sarnath Circle,Jaunpur
Large rectangular shaped mound,,Uttar Pradesh,25.45322747,83.25169172,"25.45322747,25.47199696",Sarnath Circle,Chandauli
A Conical stupa shaped mound,,Uttar Pradesh,25.47199696,83.61614207,"25.47199696,27.56351111",Sarnath Circle,Deoria
"The Tomb of Rajab SaLar alias Hatila Salar,",,Uttar Pradesh,27.56351111,81.62566667,"27.56351111,27.59365",Lucknow Circle,Bahraich
"The Domes & buildings inside the inner enclosure including the ancient walls of the inner enclosure of Saiyid Salar Masaud崰s celebrated Dargah,",,Uttar Pradesh,27.59365,81.61429167,"27.59365,27.516692",Lucknow Circle,Bahraich
The site of Sahet-Mahet measuring 286.026c acres in the district Gonda (new Balrampur) .,,Uttar Pradesh,27.516692,82.048136,"27.516692,11.31537144",Lucknow Circle,Balrampur                                     Sravasti
Siva Temple,,Tamil Nadu,11.31537144,78.91543272,"11.31537144,27.508828",Chennai Circle,Perambalur
The site of Sahet-Mahet measuring 286.026  acres in the district Gonda (new Balrampur) .,,Uttar Pradesh,27.508828,82.039183,"27.508828,27.500186",Lucknow Circle,Balrampur                                     Sravasti
"Mound locally known as Ora Jhar, Penahia Jhar and Kharahua Jhar situated on the road from Balrampur near the ancient remains of Sahet d Mahet,",,Uttar Pradesh,27.500186,82.052228,"27.500186,27.502439",Lucknow Circle,Balrampur
"Mound locally known as Ora Jhar, Penahia Jhar and Kharahua Jhar situated on the road from Balrampur near the ancient remains of Sahet d Mahet,",,Uttar Pradesh,27.502439,82.054008,"27.502439,27.50200072",Lucknow Circle,Balrampur
"Mound locally known as Ora Jhar, Penahia Jhar and Kharahua Jhar situated on the road from Balrampur near the ancient remains of Sahet d Mahet,",,Uttar Pradesh,27.50200072,82.05158143,"27.50200072,25.47025",Lucknow Circle,Balrampur
"Jami Masjid,",,Uttar Pradesh,25.47025,80.33828333,"25.47025,25.49032853",Lucknow Circle,Banda
"Monument in memory of General Whitelockas Force, Civil Lines.",,Uttar Pradesh,25.49032853,80.33611239,"25.49032853,25.73276737",Lucknow Circle,Banda
